Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1,tt0063350,2014-07-16,2014-07-16,,Night of the Living Dead,https://www.imdb.com/title/tt0063350/,movie,7.8,96,1968,"Horror, Thriller",134272,1968-10-01,George A. Romero
2,tt0054215,2014-07-16,2014-07-16,,Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",694872,1960-06-16,Alfred Hitchcock
3,tt0054988,2014-07-16,2014-07-16,,Homicidal,https://www.imdb.com/title/tt0054988/,movie,6.8,88,1961,"Horror, Mystery, Thriller",3444,1961-06-09,William Castle
4,tt0054067,2014-07-16,2014-07-16,,La maschera del demonio,https://www.imdb.com/title/tt0054067/,movie,7.1,87,1960,Horror,16770,1960-08-12,Mario Bava
5,tt0056368,2014-07-16,2014-07-16,,The Premature Burial,https://www.imdb.com/title/tt0056368/,movie,6.5,81,1962,"Drama, Horror, Mystery, Thriller",4496,1962-03-07,Roger Corman
6,tt0021884,2014-07-16,2014-07-16,,Frankenstein,https://www.imdb.com/title/tt0021884/,movie,7.8,70,1931,"Drama, Horror, Sci-Fi, Thriller",76260,1931-11-19,James Whale
7,tt0023293,2014-07-16,2014-07-16,,The Old Dark House,https://www.imdb.com/title/tt0023293/,movie,7.0,72,1932,"Adventure, Comedy, Drama, Horror, Thriller",12148,1932-10-19,James Whale
8,tt0024184,2014-07-16,2014-07-16,,The Invisible Man,https://www.imdb.com/title/tt0024184/,movie,7.6,71,1933,"Horror, Sci-Fi",37863,1933-10-31,James Whale
9,tt0026138,2014-07-16,2014-07-16,,Bride of Frankenstein,https://www.imdb.com/title/tt0026138/,movie,7.8,75,1935,"Drama, Horror, Sci-Fi",50920,1935-04-19,James Whale
10,tt0056869,2014-07-16,2014-07-16,,The Birds,https://www.imdb.com/title/tt0056869/,movie,7.6,119,1963,"Drama, Horror, Mystery, Romance",197921,1963-03-28,Alfred Hitchcock
11,tt0053454,2014-07-16,2014-07-16,,"The World, the Flesh and the Devil",https://www.imdb.com/title/tt0053454/,movie,6.8,95,1959,"Drama, Romance, Sci-Fi",3344,1959-04-23,Ranald MacDougall
12,tt0074156,2014-07-16,2014-07-16,,Assault on Precinct 13,https://www.imdb.com/title/tt0074156/,movie,7.3,91,1976,"Action, Crime, Thriller",53371,1976-10-08,John Carpenter
13,tt0049366,2014-07-16,2014-07-16,,Invasion of the Body Snatchers,https://www.imdb.com/title/tt0049366/,movie,7.7,80,1956,"Drama, Horror, Sci-Fi",52686,1956-02-05,Don Siegel
14,tt0077745,2014-07-16,2014-07-16,,Invasion of the Body Snatchers,https://www.imdb.com/title/tt0077745/,movie,7.4,115,1978,"Horror, Sci-Fi",64968,1978-12-21,Philip Kaufman
15,tt0077402,2014-07-16,2014-07-16,,Dawn of the Dead,https://www.imdb.com/title/tt0077402/,movie,7.8,127,1978,"Horror, Thriller",124998,1978-09-01,George A. Romero
16,tt0050531,2014-07-16,2014-07-16,,I Was a Teenage Frankenstein,https://www.imdb.com/title/tt0050531/,movie,5.1,74,1957,"Horror, Sci-Fi",997,1957-11-23,Herbert L. Strock
17,tt0047573,2014-07-16,2014-07-16,,Them!,https://www.imdb.com/title/tt0047573/,movie,7.2,94,1954,"Horror, Sci-Fi",23266,1954-06-15,Gordon Douglas
18,tt0056875,2014-07-16,2014-07-16,,Blood Feast,https://www.imdb.com/title/tt0056875/,movie,5.0,67,1963,Horror,7076,1963-07-06,Herschell Gordon Lewis
19,tt0058694,2014-07-16,2014-07-16,,Two Thousand Maniacs!,https://www.imdb.com/title/tt0058694/,movie,5.7,83,1964,Horror,5101,1964-03-20,Herschell Gordon Lewis
20,tt0063595,2014-07-16,2014-07-16,,She-Devils on Wheels,https://www.imdb.com/title/tt0063595/,movie,4.5,82,1968,"Action, Crime, Thriller",1035,1968-05-07,Herschell Gordon Lewis
21,tt0066578,2014-07-16,2014-07-16,,The Wizard of Gore,https://www.imdb.com/title/tt0066578/,movie,5.2,95,1970,Horror,3855,1970-10-23,Herschell Gordon Lewis
22,tt0065480,2014-07-16,2014-07-16,,Bloodthirsty Butchers,https://www.imdb.com/title/tt0065480/,movie,3.3,79,1970,"Horror, Thriller",647,1970-01-23,Andy Milligan
23,tt0067169,2014-07-16,2014-07-16,,"Guru, the Mad Monk",https://www.imdb.com/title/tt0067169/,movie,3.6,62,1970,Horror,657,1970-09-29,Andy Milligan
24,tt0069162,2014-07-16,2014-07-16,,The Rats Are Coming - The Werewolves Are Here,https://www.imdb.com/title/tt0069162/,movie,3.4,91,1972,Horror,490,1972-05-31,Andy Milligan
25,tt0064048,2014-07-16,2014-07-16,,The Astro-Zombies,https://www.imdb.com/title/tt0064048/,movie,3.1,92,1968,"Horror, Sci-Fi",2699,1968-05-19,Ted V. Mikels
26,tt0068414,2014-07-16,2014-07-16,,The Corpse Grinders,https://www.imdb.com/title/tt0068414/,movie,4.0,72,1971,"Comedy, Horror",1637,1971-05-19,Ted V. Mikels
27,tt0068288,2014-07-16,2014-07-16,,Blood Orgy of the She-Devils,https://www.imdb.com/title/tt0068288/,movie,3.1,73,1973,"Horror, Thriller",851,1973-01-31,Ted V. Mikels
28,tt0055830,2014-07-16,2014-07-16,,Carnival of Souls,https://www.imdb.com/title/tt0055830/,movie,7.0,78,1962,"Horror, Mystery",26424,1962-09-26,Herk Harvey
29,tt0068621,2014-07-16,2014-07-16,,Garden of the Dead,https://www.imdb.com/title/tt0068621/,movie,4.0,59,1972,"Sci-Fi, Horror",582,1972-09-13,John Hayes
30,tt0075838,2014-07-16,2014-07-16,,The Child,https://www.imdb.com/title/tt0075838/,movie,4.9,82,1977,Horror,1354,1977-03-31,Robert Voskanian
31,tt0080527,2014-07-16,2014-07-16,,The Children,https://www.imdb.com/title/tt0080527/,movie,5.4,93,1980,"Horror, Sci-Fi",2493,1980-06-13,Max Kalmanowicz
32,tt0080448,2014-07-16,2014-07-16,,Bloodeaters,https://www.imdb.com/title/tt0080448/,movie,3.9,89,1980,Horror,1097,1980-10-31,Charles McCrann
33,tt0086980,2014-07-19,2014-07-19,,Bloodsuckers from Outer Space,https://www.imdb.com/title/tt0086980/,movie,4.5,79,1984,"Comedy, Horror, Sci-Fi",689,1984-10-31,Glen Coburn
34,tt0138050,2014-07-16,2014-07-16,,Raiders of the Living Dead,https://www.imdb.com/title/tt0138050/,movie,2.5,86,1986,Horror,555,1986-03-31,"Brett Piper, Samuel M. Sherman"
35,tt0089254,2014-07-16,2014-07-16,,Hard Rock Zombies,https://www.imdb.com/title/tt0089254/,movie,4.5,98,1984,"Comedy, Horror, Music",1657,1984-09-19,Krishna Shah
36,tt0089907,2014-07-16,2014-07-16,,The Return of the Living Dead,https://www.imdb.com/title/tt0089907/,movie,7.3,91,1985,"Comedy, Horror, Sci-Fi",65328,1985-04-18,Dan O'Bannon
37,tt0068370,2014-07-16,2014-07-16,,Children Shouldn't Play with Dead Things,https://www.imdb.com/title/tt0068370/,movie,5.2,87,1972,"Comedy, Horror",4856,1972-06-09,Bob Clark
38,tt0068457,2014-07-16,2014-07-16,,Dead of Night,https://www.imdb.com/title/tt0068457/,movie,6.6,88,1974,"Drama, Horror, Thriller",5711,1974-08-29,Bob Clark
39,tt0069165,2014-07-16,2014-07-16,,La rebelión de las muertas,https://www.imdb.com/title/tt0069165/,movie,4.8,89,1973,Horror,861,1973-06-27,León Klimovsky
40,tt0067500,2014-07-16,2014-07-16,,La noche del terror ciego,https://www.imdb.com/title/tt0067500/,movie,6.1,101,1972,"Adventure, Horror, Thriller",6189,1972-04-10,Amando de Ossorio
41,tt0068232,2014-07-16,2014-07-16,,El ataque de los muertos sin ojos,https://www.imdb.com/title/tt0068232/,movie,5.8,91,1973,"Action, Adventure, Fantasy, Horror, Thriller",2868,1973-09-14,Amando de Ossorio
42,tt0073461,2014-07-16,2014-07-16,,La noche de las gaviotas,https://www.imdb.com/title/tt0073461/,movie,5.7,89,1975,"Adventure, Horror, Thriller",2070,1975-08-11,Amando de Ossorio
43,tt0071431,2014-07-16,2014-07-16,,No profanar el sueño de los muertos,https://www.imdb.com/title/tt0071431/,movie,6.8,95,1974,Horror,8956,1974-09-30,Jorge Grau
44,tt0080057,2014-07-16,2014-07-16,,Zombi 2,https://www.imdb.com/title/tt0080057/,movie,6.8,91,1979,Horror,29580,1979-08-25,Lucio Fulci
45,tt0078077,2014-07-16,2014-07-16,,Les raisins de la mort,https://www.imdb.com/title/tt0078077/,movie,6.1,85,1978,Horror,2650,1978-07-05,Jean Rollin
46,tt0081027,2014-07-16,2014-07-16,,Le lac des morts vivants,https://www.imdb.com/title/tt0081027/,movie,3.1,90,1981,Horror,3508,1981-05-13,"Julian de Laserna, Jean Rollin"
47,tt0086486,2014-07-16,2014-07-16,,La tumba de los muertos vivientes,https://www.imdb.com/title/tt0086486/,movie,2.7,82,1982,Horror,2528,1982-04-21,Jesús Franco
48,tt0076704,2014-07-16,2014-07-16,,Shock Waves,https://www.imdb.com/title/tt0076704/,movie,5.5,85,1977,"Horror, Mystery, Sci-Fi",5998,1977-06-22,Ken Wiederhorn
49,tt0084357,2014-07-16,2014-07-16,,La morte vivante,https://www.imdb.com/title/tt0084357/,movie,5.8,90,1982,Horror,2450,1982-08-25,Jean Rollin
50,tt0075462,2014-07-16,2014-07-16,,¿Quién puede matar a un niño?,https://www.imdb.com/title/tt0075462/,movie,7.2,112,1976,"Adventure, Horror, Mystery, Thriller",7742,1976-04-26,Narciso Ibáñez Serrador
51,tt0061189,2014-07-16,2014-07-16,,The Wild Angels,https://www.imdb.com/title/tt0061189/,movie,5.6,93,1966,"Action, Drama, Thriller",3224,1966-07-20,Roger Corman
52,tt0064276,2014-07-16,2014-07-16,,Easy Rider,https://www.imdb.com/title/tt0064276/,movie,7.3,95,1969,"Adventure, Drama",114253,1969-05-12,Dennis Hopper
53,tt0074621,2014-07-16,2014-07-16,,Helter Skelter,https://www.imdb.com/title/tt0074621/,tvMiniSeries,7.3,194,1976,"Crime, Drama, Thriller",3770,1976-04-01,
54,tt0067229,2014-07-16,2014-07-16,,I Drink Your Blood,https://www.imdb.com/title/tt0067229/,movie,5.9,83,1971,Horror,3982,1971-01-20,David E. Durston
55,tt0068459,2014-07-16,2014-07-16,,Deathmaster,https://www.imdb.com/title/tt0068459/,movie,5.2,84,1972,Horror,402,1972-07-05,Ray Danton
56,tt0067488,2014-07-16,2014-07-16,,The Night God Screamed,https://www.imdb.com/title/tt0067488/,movie,5.8,85,1971,"Crime, Horror, Thriller",289,1971-12-31,Lee Madden
57,tt0074389,2014-07-16,2014-07-16,,The Demon Lover,https://www.imdb.com/title/tt0074389/,movie,3.3,83,1976,Horror,324,1976-07-02,"Donald G. Jackson, Jerry Younkins"
58,tt0090093,2014-07-16,2014-07-16,,Stryker's War,https://www.imdb.com/title/tt0090093/,movie,5.6,84,1985,"Action, Adventure, Horror, Thriller, War",920,1985-10-13,Josh Becker
59,tt0080833,2014-07-16,2014-07-16,,Guyana: Crime of the Century,https://www.imdb.com/title/tt0080833/,movie,5.4,107,1979,"Adventure, Drama, Thriller",558,1979-09-20,René Cardona Jr.
60,tt0081112,2014-07-16,2014-07-16,,Mangiati vivi!,https://www.imdb.com/title/tt0081112/,movie,5.1,92,1980,"Adventure, Horror",4364,1980-03-20,Umberto Lenzi
61,tt0080832,2014-07-16,2014-07-16,,Guyana Tragedy: The Story of Jim Jones,https://www.imdb.com/title/tt0080832/,tvMovie,7.5,192,1980,"Biography, Drama",1591,1980-04-15,William A. Graham
62,tt0089338,2014-07-16,2014-07-16,,Inferno in diretta,https://www.imdb.com/title/tt0089338/,movie,5.7,90,1984,"Adventure, Horror, Thriller",2536,1984-10-28,Ruggero Deodato
63,tt0083201,2014-07-16,2014-07-16,,Ticket to Heaven,https://www.imdb.com/title/tt0083201/,movie,7.0,108,1981,Drama,851,1981-07-31,Ralph L. Thomas
64,tt0084714,2014-07-16,2014-07-16,,Split Image,https://www.imdb.com/title/tt0084714/,movie,6.4,111,1982,"Drama, Romance",1016,1982-10-03,Ted Kotcheff
65,tt0067341,2014-07-16,2014-07-16,,Let's Scare Jessica to Death,https://www.imdb.com/title/tt0067341/,movie,6.4,89,1971,"Drama, Horror, Mystery",8924,1971-08-27,John D. Hancock
66,tt0071396,2014-07-16,2014-07-16,,Messiah of Evil,https://www.imdb.com/title/tt0071396/,movie,6.3,90,1974,Horror,5072,1974-12-11,"Gloria Katz, Willard Huyck"
67,tt0072136,2014-07-16,2014-07-16,,Seizure,https://www.imdb.com/title/tt0072136/,movie,4.7,98,1974,Horror,1075,1974-11-15,Oliver Stone
68,tt0074226,2014-07-16,2014-07-16,,Blue Sunshine,https://www.imdb.com/title/tt0074226/,movie,5.9,94,1977,"Horror, Thriller",3112,1977-09-03,Jeff Lieberman
69,tt0082497,2014-07-16,2014-07-16,,The Hand,https://www.imdb.com/title/tt0082497/,movie,5.5,104,1981,"Drama, Horror, Thriller",6499,1981-04-24,Oliver Stone
70,tt0050280,2014-07-16,2014-07-16,,The Curse of Frankenstein,https://www.imdb.com/title/tt0050280/,movie,7.0,82,1957,"Horror, Sci-Fi, Thriller",12013,1957-05-02,Terence Fisher
71,tt0051554,2014-07-16,2014-07-16,,Dracula,https://www.imdb.com/title/tt0051554/,movie,7.2,82,1958,"Drama, Horror",26641,1958-05-08,Terence Fisher
72,tt0052905,2014-07-16,2014-07-16,,The Hound of the Baskervilles,https://www.imdb.com/title/tt0052905/,movie,6.9,87,1959,"Horror, Mystery",11867,1959-03-28,Terence Fisher
73,tt0053085,2014-07-16,2014-07-16,,The Mummy,https://www.imdb.com/title/tt0053085/,movie,6.7,86,1959,"Adventure, Horror",10401,1959-08-01,Terence Fisher
74,tt0054777,2014-07-16,2014-07-16,,The Curse of the Werewolf,https://www.imdb.com/title/tt0054777/,movie,6.5,93,1961,Horror,6541,1961-05-01,Terence Fisher
75,tt0060893,2014-07-16,2014-07-16,,The Reptile,https://www.imdb.com/title/tt0060893/,movie,6.1,91,1966,Horror,3814,1966-02-20,John Gilling
76,tt0089034,2014-07-16,2014-07-16,,The Doctor and the Devils,https://www.imdb.com/title/tt0089034/,movie,6.1,93,1985,"Crime, Drama, History, Horror",1328,1985-10-04,Freddie Francis
77,tt0057226,2014-07-16,2014-07-16,,The Kiss of the Vampire,https://www.imdb.com/title/tt0057226/,movie,6.2,88,1963,Horror,3683,1963-09-11,Don Sharp
78,tt0060841,2014-07-16,2014-07-16,,The Plague of the Zombies,https://www.imdb.com/title/tt0060841/,movie,6.6,90,1966,Horror,5346,1966-01-09,John Gilling
79,tt0059127,2014-07-16,2014-07-16,,"Dracula, Prince of Darkness",https://www.imdb.com/title/tt0059127/,movie,6.6,90,1966,Horror,10454,1966-01-09,Terence Fisher
80,tt0062885,2014-07-16,2014-07-16,,The Devil Rides Out,https://www.imdb.com/title/tt0062885/,movie,6.9,96,1968,Horror,9753,1968-07-20,Terence Fisher
81,tt0062909,2014-07-16,2014-07-16,,Dracula Has Risen from the Grave,https://www.imdb.com/title/tt0062909/,movie,6.5,92,1968,"Drama, Fantasy, Horror, Romance",7825,1968-11-07,Freddie Francis
82,tt0061655,2014-07-16,2014-07-16,,Dance of the Vampires,https://www.imdb.com/title/tt0061655/,movie,7.1,108,1967,"Comedy, Horror",32938,1967-11-02,Roman Polanski
83,tt0062292,2014-07-16,2014-07-16,,The Sorcerers,https://www.imdb.com/title/tt0062292/,movie,6.2,86,1967,"Horror, Sci-Fi",2227,1967-06-15,Michael Reeves
84,tt0063285,2014-07-16,2014-07-16,,Witchfinder General,https://www.imdb.com/title/tt0063285/,movie,6.7,86,1968,"Drama, Horror",11547,1968-05-15,Michael Reeves
85,tt0064747,2014-07-16,2014-07-16,,The Oblong Box,https://www.imdb.com/title/tt0064747/,movie,6.0,96,1969,Horror,3738,1969-06-11,Gordon Hessler
86,tt0064949,2014-07-16,2014-07-16,,Scream and Scream Again,https://www.imdb.com/title/tt0064949/,movie,5.5,95,1970,"Crime, Drama, Horror, Mystery, Sci-Fi, Thriller",4215,1970-01-31,Gordon Hessler
87,tt0067457,2014-07-16,2014-07-16,,Murders in the Rue Morgue,https://www.imdb.com/title/tt0067457/,movie,5.2,87,1971,"Crime, Horror, Mystery, Romance, Thriller",1488,1971-07-21,Gordon Hessler
88,tt0065089,2014-07-16,2014-07-16,,The Body Stealers,https://www.imdb.com/title/tt0065089/,movie,4.1,91,1969,"Horror, Mystery, Sci-Fi",497,1969-03-31,Gerry Levy
89,tt0064443,2014-07-16,2014-07-16,,The Haunted House of Horror,https://www.imdb.com/title/tt0064443/,movie,4.7,92,1969,"Horror, Mystery, Thriller",1210,1969-07-31,Michael Armstrong
90,tt0061411,2014-07-16,2014-07-16,,The Blood Beast Terror,https://www.imdb.com/title/tt0061411/,movie,5.1,88,1968,Horror,1799,1968-01-31,Vernon Sewell
91,tt0062833,2014-07-16,2014-07-16,,Curse of the Crimson Altar,https://www.imdb.com/title/tt0062833/,movie,5.5,89,1968,Horror,2763,1968-12-31,Vernon Sewell
92,tt0066871,2014-07-16,2014-07-16,,Burke & Hare,https://www.imdb.com/title/tt0066871/,movie,5.3,94,1972,"Comedy, Crime, Horror",533,1972-02-03,Vernon Sewell
93,tt0066815,2014-07-16,2014-07-16,,The Beast in the Cellar,https://www.imdb.com/title/tt0066815/,movie,4.9,101,1971,"Horror, Thriller",1044,1971-04-14,James Kelley
94,tt0066849,2014-07-16,2014-07-16,,The Blood on Satan's Claw,https://www.imdb.com/title/tt0066849/,movie,6.4,97,1971,Horror,7009,1971-04-14,Piers Haggard
95,tt0066982,2014-07-16,2014-07-16,,Demons of the Mind,https://www.imdb.com/title/tt0066982/,movie,5.3,89,1972,"Horror, Thriller",1747,1972-11-05,Peter Sykes
96,tt0067934,2014-07-16,2014-07-16,,Venom,https://www.imdb.com/title/tt0067934/,movie,4.6,91,1971,Horror,237,1971-12-31,Peter Sykes
97,tt0075334,2014-07-16,2014-07-16,,To the Devil a Daughter,https://www.imdb.com/title/tt0075334/,movie,5.8,93,1976,Horror,4673,1976-03-04,"Peter Sykes, Don Sharp"
98,tt0065073,2014-07-16,2014-07-16,,Taste the Blood of Dracula,https://www.imdb.com/title/tt0065073/,movie,6.3,91,1970,"Drama, Fantasy, Horror, Romance, Thriller",6551,1970-05-07,Peter Sasdy
99,tt0065580,2014-07-16,2014-07-16,,Countess Dracula,https://www.imdb.com/title/tt0065580/,movie,5.9,93,1971,Horror,4573,1971-01-31,Peter Sasdy
100,tt0067176,2014-07-16,2014-07-16,,Hands of the Ripper,https://www.imdb.com/title/tt0067176/,movie,6.2,85,1971,Horror,2880,1971-09-30,Peter Sasdy
101,tt0068498,2014-07-16,2014-07-16,,Doomwatch,https://www.imdb.com/title/tt0068498/,movie,5.5,92,1972,"Horror, Mystery, Sci-Fi, Thriller",1126,1972-03-31,Peter Sasdy
102,tt0069024,2014-07-16,2014-07-16,,Nothing But the Night,https://www.imdb.com/title/tt0069024/,movie,5.5,90,1973,"Crime, Horror, Mystery, Thriller",1930,1973-01-19,Peter Sasdy
103,tt0072867,2014-07-16,2014-07-16,,I Don't Want to Be Born,https://www.imdb.com/title/tt0072867/,movie,4.1,95,1975,Horror,1383,1975-04-30,Peter Sasdy
104,tt0085863,2014-07-16,2014-07-16,,The Lonely Lady,https://www.imdb.com/title/tt0085863/,movie,3.0,92,1983,Drama,1253,1983-09-30,Peter Sasdy
105,tt0069316,2014-07-16,2014-07-16,,The Stone Tape,https://www.imdb.com/title/tt0069316/,tvMovie,6.4,90,1972,"Fantasy, Horror, Mystery, Sci-Fi, Thriller",1702,1972-12-25,Peter Sasdy
106,tt0066518,2014-07-16,2014-07-16,,The Vampire Lovers,https://www.imdb.com/title/tt0066518/,movie,6.4,91,1970,Horror,6847,1970-09-03,Roy Ward Baker
107,tt0067367,2014-07-16,2014-07-16,,Lust for a Vampire,https://www.imdb.com/title/tt0067367/,movie,5.7,95,1971,Horror,3268,1971-01-17,Jimmy Sangster
108,tt0069427,2014-07-16,2014-07-16,,Twins of Evil,https://www.imdb.com/title/tt0069427/,movie,6.6,87,1971,Horror,6077,1971-10-03,John Hough
109,tt0067924,2014-07-16,2014-07-16,,Vampire Circus,https://www.imdb.com/title/tt0067924/,movie,6.3,87,1972,Horror,4644,1972-04-30,Robert Young
110,tt0068502,2014-07-16,2014-07-16,,Dr Jekyll & Sister Hyde,https://www.imdb.com/title/tt0068502/,movie,6.6,97,1971,"Horror, Sci-Fi",3518,1971-10-17,Roy Ward Baker
111,tt0071276,2014-07-16,2014-07-16,,Captain Kronos: Vampire Hunter,https://www.imdb.com/title/tt0071276/,movie,6.4,91,1974,"Adventure, Horror, Mystery",5478,1974-04-07,Brian Clemens
112,tt0067713,2014-07-16,2014-07-16,,Scars of Dracula,https://www.imdb.com/title/tt0067713/,movie,6.1,95,1970,Horror,6078,1970-11-08,Roy Ward Baker
113,tt0068505,2014-07-16,2014-07-16,,Dracula A.D. 1972,https://www.imdb.com/title/tt0068505/,movie,5.9,96,1972,Horror,7127,1972-06-26,Alan Gibson
114,tt0070634,2014-07-16,2014-07-16,,The Satanic Rites of Dracula,https://www.imdb.com/title/tt0070634/,movie,5.5,87,1973,Horror,6640,1973-11-03,Alan Gibson
115,tt0070297,2014-07-16,2014-07-16,,The Legend of the 7 Golden Vampires,https://www.imdb.com/title/tt0070297/,movie,5.8,89,1974,"Action, Horror",4633,1974-07-11,"Cheh Chang, Roy Ward Baker"
116,tt0068290,2014-07-16,2014-07-16,,Blood from the Mummy's Tomb,https://www.imdb.com/title/tt0068290/,movie,5.6,94,1971,Horror,3638,1971-10-14,"Michael Carreras, Seth Holt"
117,tt0071519,2014-07-16,2014-07-16,,Frankenstein and the Monster from Hell,https://www.imdb.com/title/tt0071519/,movie,6.3,95,1974,"Horror, Sci-Fi",4169,1974-04-30,Terence Fisher
118,tt0065854,2014-07-16,2014-07-16,,The House That Dripped Blood,https://www.imdb.com/title/tt0065854/,movie,6.5,102,1971,"Drama, Fantasy, Horror, Mystery, Thriller",7002,1971-02-21,Peter Duffell
119,tt0068230,2014-07-16,2014-07-16,,Asylum,https://www.imdb.com/title/tt0068230/,movie,6.5,88,1972,Horror,7735,1972-07-06,Roy Ward Baker
120,tt0069341,2014-07-16,2014-07-16,,Tales from the Crypt,https://www.imdb.com/title/tt0069341/,movie,6.9,92,1972,"Drama, Horror, Mystery, Thriller",12326,1972-03-08,Freddie Francis
121,tt0070868,2014-07-16,2014-07-16,,The Vault of Horror,https://www.imdb.com/title/tt0070868/,movie,6.5,87,1973,Horror,5901,1973-03-16,Roy Ward Baker
122,tt0070078,2014-07-16,2014-07-16,,From Beyond the Grave,https://www.imdb.com/title/tt0070078/,movie,6.6,98,1974,"Drama, Fantasy, Horror",4922,1974-02-21,Kevin Connor
123,tt0068727,2014-07-16,2014-07-16,,"I, Monster",https://www.imdb.com/title/tt0068727/,movie,5.7,75,1971,Horror,1875,1971-11-01,Stephen Weeks
124,tt0069715,2014-07-16,2014-07-16,,And Now the Screaming Starts!,https://www.imdb.com/title/tt0069715/,movie,5.9,91,1973,Horror,2908,1973-04-27,Roy Ward Baker
125,tt0071200,2014-07-16,2014-07-16,,The Beast Must Die,https://www.imdb.com/title/tt0071200/,movie,5.6,93,1974,"Horror, Mystery",4011,1974-04-22,Paul Annett
126,tt0076853,2014-07-16,2014-07-16,,The Uncanny,https://www.imdb.com/title/tt0076853/,movie,5.7,89,1977,Horror,1985,1977-08-24,Denis Héroux
127,tt0081178,2014-07-16,2014-07-16,,The Monster Club,https://www.imdb.com/title/tt0081178/,movie,5.9,94,1981,"Comedy, Horror, Musical",4247,1981-04-02,Roy Ward Baker
128,tt0070770,2014-07-16,2014-07-16,,Tales That Witness Madness,https://www.imdb.com/title/tt0070770/,movie,5.6,90,1973,Horror,1975,1973-10-31,Freddie Francis
129,tt0066740,2014-07-16,2014-07-16,,The Abominable Dr. Phibes,https://www.imdb.com/title/tt0066740/,movie,7.1,94,1971,"Comedy, Horror",16030,1971-05-18,Robert Fuest
130,tt0068503,2014-07-16,2014-07-16,,Dr. Phibes Rises Again,https://www.imdb.com/title/tt0068503/,movie,6.3,89,1972,"Comedy, Horror",6722,1972-07-05,Robert Fuest
131,tt0070791,2014-07-16,2014-07-16,,Theatre of Blood,https://www.imdb.com/title/tt0070791/,movie,7.1,104,1973,"Comedy, Drama, Horror",11755,1973-03-16,Douglas Hickox
132,tt0071790,2014-07-16,2014-07-16,,Madhouse,https://www.imdb.com/title/tt0071790/,movie,6.2,92,1974,"Crime, Horror, Mystery, Thriller",4372,1974-03-28,Jim Clark
133,tt0061520,2014-07-16,2014-07-16,,Corruption,https://www.imdb.com/title/tt0061520/,movie,5.8,91,1968,Horror,1611,1968-07-19,Robert Hartford-Davis
134,tt0065887,2014-07-16,2014-07-16,,Incense for the Damned,https://www.imdb.com/title/tt0065887/,movie,3.9,87,1971,Horror,664,1971-05-14,Robert Hartford-Davis
135,tt0067094,2014-07-16,2014-07-16,,The Fiend,https://www.imdb.com/title/tt0067094/,movie,5.2,92,1972,Horror,604,1972-05-31,Robert Hartford-Davis
136,tt0069464,2014-07-16,2014-07-16,,Virgin Witch,https://www.imdb.com/title/tt0069464/,movie,4.9,88,1972,Horror,1463,1972-06-08,Ray Austin
137,tt0066958,2014-07-16,2014-07-16,,Crucible of Terror,https://www.imdb.com/title/tt0066958/,movie,4.3,91,1971,"Drama, Horror",653,1985-09-30,Ted Hooker
138,tt0068489,2014-07-16,2014-07-16,,Disciple of Death,https://www.imdb.com/title/tt0068489/,movie,4.0,84,1972,Horror,144,1976-12-31,Tom Parkinson
139,tt0068716,2014-07-16,2014-07-16,,Tower of Evil,https://www.imdb.com/title/tt0068716/,movie,5.6,89,1972,"Horror, Mystery, Thriller",1841,1972-05-19,Jim O'Connolly
140,tt0077304,2014-07-16,2014-07-16,,The Cat and the Canary,https://www.imdb.com/title/tt0077304/,movie,5.6,98,1978,"Comedy, Mystery, Horror",1595,1978-11-16,Radley Metzger
141,tt0077801,2014-07-16,2014-07-16,,Killer's Moon,https://www.imdb.com/title/tt0077801/,movie,4.8,93,1978,"Crime, Horror",744,1978-12-10,Alan Birkinshaw
142,tt0075164,2014-07-16,2014-07-16,,Satan's Slave,https://www.imdb.com/title/tt0075164/,movie,5.2,86,1976,Horror,2035,1976-12-31,Norman J. Warren
143,tt0086872,2014-07-16,2014-07-16,,Prey,https://www.imdb.com/title/tt0086872/,movie,5.2,78,1977,"Horror, Mystery, Sci-Fi",1498,1977-10-31,Norman J. Warren
144,tt0141897,2014-07-16,2014-07-16,,Terror,https://www.imdb.com/title/tt0141897/,movie,5.2,84,1978,Horror,1601,1978-12-31,Norman J. Warren
145,tt0066349,2014-07-16,2014-07-16,,Secrets of Sex,https://www.imdb.com/title/tt0066349/,movie,4.4,92,1970,"Comedy, Fantasy, Horror",396,1970-03-31,Antony Balch
146,tt0064704,2014-07-16,2014-07-16,,"Mumsy, Nanny, Sonny & Girly",https://www.imdb.com/title/tt0064704/,movie,6.5,102,1970,"Comedy, Crime, Horror",1508,1970-02-12,Freddie Francis
147,tt0069805,2014-07-16,2014-07-16,,BlueBlood,https://www.imdb.com/title/tt0069805/,movie,4.5,86,1974,"Drama, Horror",650,1974-11-30,Andrew Sinclair
148,tt0067630,2014-07-16,2014-07-16,,Psychomania,https://www.imdb.com/title/tt0067630/,movie,5.7,85,1973,"Adventure, Horror",3035,1973-01-05,Don Sharp
149,tt0063571,2014-07-16,2014-07-16,,Secret Ceremony,https://www.imdb.com/title/tt0063571/,movie,6.2,109,1968,"Drama, Thriller",2542,1968-10-23,Joseph Losey
