Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1268,tt0093840,2018-06-14,2018-06-14,,Remando al viento,https://www.imdb.com/title/tt0093840/,movie,5.8,95,1988,"Drama, Horror, Mystery, Romance",1108,1988-09-19,Gonzalo Suárez
1269,tt0391160,2018-06-14,2018-06-14,,Frankenstein: Birth of a Monster,https://www.imdb.com/title/tt0391160/,tvMovie,7.2,70,2003,Drama,38,2003-12-07,Mary Downes
1270,tt0120684,2018-06-14,2018-06-14,,Gods and Monsters,https://www.imdb.com/title/tt0120684/,movie,7.3,105,1998,"Biography, Drama",32229,1998-01-21,Bill Condon
1271,tt0087290,2018-06-14,2018-06-14,,Frankenstein's Great Aunt Tillie,https://www.imdb.com/title/tt0087290/,movie,2.4,100,1984,"Comedy, Horror, Sci-Fi",143,1984-12-31,Myron J. Gold
1272,tt0095173,2018-06-14,2018-06-14,,Frankenstein General Hospital,https://www.imdb.com/title/tt0095173/,movie,3.6,90,1988,"Comedy, Horror, Sci-Fi",361,1988-03-11,Deborah Romare
1273,tt0113105,2018-06-14,2018-06-14,,Monster Mash: The Movie,https://www.imdb.com/title/tt0113105/,movie,3.9,82,1995,"Comedy, Horror, Musical",250,1995-11-14,"Joel Cohen, Alec Sokolow"
1274,tt0164192,2018-06-14,2018-06-14,,Big Monster on Campus,https://www.imdb.com/title/tt0164192/,movie,4.7,92,2000,"Comedy, Horror, Sci-Fi",787,2000-02-25,"John Blush, Mitch Marcus"
1275,tt0183717,2018-06-15,2018-06-15,,Rock 'n' Roll Frankenstein,https://www.imdb.com/title/tt0183717/,movie,4.1,88,1999,"Comedy, Horror",348,1999-09-18,Brian O'Hara
1276,tt0207957,2018-06-15,2018-06-15,,Alvin and the Chipmunks Meet Frankenstein,https://www.imdb.com/title/tt0207957/,video,6.0,78,1999,"Animation, Comedy, Family, Horror, Music, Sci-Fi",1609,1999-09-28,Kathi Castillo
1277,tt0095043,2018-06-15,2018-06-15,,Doctor Hackenstein,https://www.imdb.com/title/tt0095043/,movie,3.7,88,1988,"Comedy, Horror, Sci-Fi",288,1988-10-31,Richard Clark
1278,tt0099611,2018-06-15,2018-06-15,,Frankenhooker,https://www.imdb.com/title/tt0099611/,movie,6.2,85,1990,"Comedy, Horror, Sci-Fi",12242,1990-04-30,Frank Henenlotter
1279,tt0099180,2018-06-15,2018-06-15,,Bride of Re-Animator,https://www.imdb.com/title/tt0099180/,movie,6.2,96,1990,"Comedy, Horror, Sci-Fi, Thriller",16904,1990-01-31,Brian Yuzna
1280,tt0099612,2018-06-15,2018-06-15,,Frankenstein Unbound,https://www.imdb.com/title/tt0099612/,movie,5.4,85,1990,"Drama, Horror, Sci-Fi",3984,1990-11-01,Roger Corman
1281,tt0095280,2018-06-17,2018-06-17,,Haunted Summer,https://www.imdb.com/title/tt0095280/,movie,5.8,106,1988,"Biography, Drama, Romance",557,1988-09-05,Ivan Passer
1282,tt0109836,2018-06-17,2018-06-17,,Frankenstein,https://www.imdb.com/title/tt0109836/,movie,6.3,123,1994,"Drama, Horror, Romance, Sci-Fi",57509,1994-11-04,Kenneth Branagh
1283,tt0106959,2018-06-17,2018-06-17,,Frankenstein,https://www.imdb.com/title/tt0106959/,tvMovie,5.7,117,1992,"Drama, Horror, Sci-Fi",636,1992-12-29,David Wickes
1284,tt0397430,2018-06-17,2018-06-17,,Frankenstein,https://www.imdb.com/title/tt0397430/,tvMovie,4.5,88,2004,"Crime, Horror, Mystery, Sci-Fi",1972,2004-10-10,Marcus Nispel
1285,tt0460800,2018-06-17,2018-06-17,,Frankenstein Reborn,https://www.imdb.com/title/tt0460800/,movie,3.2,84,2005,"Horror, Sci-Fi, Thriller",815,2005-08-28,Leigh Scott
1286,tt0174658,2018-06-17,2018-06-17,,Frankenstein Reborn!,https://www.imdb.com/title/tt0174658/,movie,4.5,70,1998,"Action, Adventure, Horror, Sci-Fi",171,1998-10-20,David DeCoteau
1287,tt1020766,2018-06-17,2018-06-17,,Frankenstein,https://www.imdb.com/title/tt1020766/,tvMovie,4.7,90,2007,"Drama, Horror, Sci-Fi, Thriller",372,2007-10-24,Jed Mercurio
1288,tt0175621,2018-06-17,2018-06-17,,Lust for Frankenstein,https://www.imdb.com/title/tt0175621/,video,2.8,82,1998,Horror,360,,Jesús Franco
1289,tt0245291,2018-06-17,2018-06-17,,Mistress Frankenstein,https://www.imdb.com/title/tt0245291/,video,3.4,80,2000,"Comedy, Fantasy, Horror, Sci-Fi",257,2000-10-02,Zachary Snygg
1290,tt0451060,2018-06-17,2018-06-17,,Frankenstein vs. the Creature from Blood Cove,https://www.imdb.com/title/tt0451060/,movie,4.0,90,2005,Horror,289,2005-10-04,William Winckler
1291,tt0871513,2018-06-17,2018-06-17,,Frankenstein's Bloody Nightmare,https://www.imdb.com/title/tt0871513/,movie,3.8,77,2006,Horror,89,2006-05-19,John R. Hand
1292,tt0368730,2018-06-17,2018-06-17,,Frankenstein,https://www.imdb.com/title/tt0368730/,tvMiniSeries,6.2,204,2004,"Drama, Horror, Sci-Fi, Thriller",1505,2004-09-11,
1293,tt0070074,2018-06-17,2018-06-17,,Frankenstein: The True Story,https://www.imdb.com/title/tt0070074/,tvMovie,7.2,185,1973,"Drama, Horror, Sci-Fi",1849,1973-11-30,Jack Smight
1294,tt0119675,2018-06-17,2018-06-17,,Mimic,https://www.imdb.com/title/tt0119675/,movie,6.0,105,1997,"Horror, Sci-Fi",53933,1997-06-30,Guillermo del Toro
1295,tt0149261,2018-06-17,2018-06-17,,Deep Blue Sea,https://www.imdb.com/title/tt0149261/,movie,5.9,105,1999,"Action, Adventure, Sci-Fi, Thriller",139154,1999-07-26,Renny Harlin
1296,tt0284445,2018-06-17,2018-06-17,,Sabretooth,https://www.imdb.com/title/tt0284445/,tvMovie,3.4,120,2002,"Horror, Sci-Fi",2093,2002-10-03,James D.R. Hickox
1297,tt0402904,2018-06-17,2018-06-17,,Cemetery Gates,https://www.imdb.com/title/tt0402904/,movie,3.5,92,2006,"Horror, Action, Sci-Fi",1192,2006-05-30,Roy Knyrim
1298,tt0346811,2018-06-17,2018-06-17,,The Curse of the Komodo,https://www.imdb.com/title/tt0346811/,movie,2.9,92,2004,"Adventure, Horror, Sci-Fi",1648,2004-02-10,Jim Wynorski
1299,tt0105698,2018-06-17,2018-06-17,,Universal Soldier,https://www.imdb.com/title/tt0105698/,movie,6.1,102,1992,"Action, Sci-Fi",93572,1992-07-07,Roland Emmerich
1300,tt0114070,2018-06-17,2018-06-17,,The Outpost,https://www.imdb.com/title/tt0114070/,movie,3.9,96,1995,"Horror, Sci-Fi",2032,1995-08-31,Joe Gayton
1301,tt0800080,2018-06-17,2018-06-17,,The Incredible Hulk,https://www.imdb.com/title/tt0800080/,movie,6.6,112,2008,"Action, Adventure, Sci-Fi",510418,2008-06-06,Louis Leterrier
1302,tt0458525,2018-06-17,2018-06-17,,X-Men Origins: Wolverine,https://www.imdb.com/title/tt0458525/,movie,6.5,107,2009,"Action, Sci-Fi",519084,2009-04-08,Gavin Hood
1303,tt1278153,2018-06-17,2018-06-17,,War Wolves,https://www.imdb.com/title/tt1278153/,tvMovie,2.8,104,2009,"Horror, Sci-Fi",1006,2009-03-08,Michael Worth
1304,tt1297298,2018-06-17,2018-06-17,,Salvage,https://www.imdb.com/title/tt1297298/,movie,4.9,79,2009,Horror,2183,2009-06-21,Lawrence Gough
1305,tt0446719,2018-06-17,2018-06-17,,Isolation,https://www.imdb.com/title/tt0446719/,movie,5.6,95,2005,"Horror, Sci-Fi, Thriller",7755,2005-09-11,Billy O'Brien
1306,tt1017460,2018-06-17,2018-06-17,,Splice,https://www.imdb.com/title/tt1017460/,movie,5.8,104,2009,"Horror, Sci-Fi",100269,2009-10-06,Vincenzo Natali
1307,tt0082533,2018-06-21,2018-06-21,,The Howling,https://www.imdb.com/title/tt0082533/,movie,6.5,91,1981,Horror,38579,1981-01-21,Joe Dante
1308,tt0082010,2018-06-21,2018-06-21,,An American Werewolf in London,https://www.imdb.com/title/tt0082010/,movie,7.5,97,1981,"Comedy, Horror",114379,1981-08-21,John Landis
1309,tt0034398,2018-06-21,2018-06-21,,The Wolf Man,https://www.imdb.com/title/tt0034398/,movie,7.2,70,1941,"Horror, Mystery, Romance",28949,1941-12-09,George Waggner
1310,tt0102067,2018-06-21,2018-06-21,,Howling VI: The Freaks,https://www.imdb.com/title/tt0102067/,video,4.2,100,1991,"Comedy, Drama, Horror",2340,1991-04-18,Hope Perello
1311,tt0118604,2018-06-22,2018-06-22,,An American Werewolf in Paris,https://www.imdb.com/title/tt0118604/,movie,5.1,98,1997,"Comedy, Fantasy, Horror, Thriller",26263,1997-10-18,Anthony Waller
1312,tt0355295,2018-06-22,2018-06-22,,The Brothers Grimm,https://www.imdb.com/title/tt0355295/,movie,5.9,118,2005,"Action, Adventure, Comedy, Fantasy, Horror, Mystery, Thriller",124321,2005-08-26,Terry Gilliam
1313,tt0304141,2018-06-22,2018-06-22,,Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/,movie,7.9,142,2004,"Adventure, Family, Fantasy, Mystery",663225,2004-05-23,Alfonso Cuarón
1314,tt0312004,2018-06-22,2018-06-22,,The Curse of the Were-Rabbit,https://www.imdb.com/title/tt0312004/,movie,7.5,85,2005,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",141576,2005-09-04,"Nick Park, Steve Box"
1315,tt0027194,2018-06-22,2018-06-22,,Werewolf of London,https://www.imdb.com/title/tt0027194/,movie,6.3,75,1935,"Drama, Fantasy, Horror",6164,1935-05-13,Stuart Walker
1316,tt0034587,2018-06-22,2018-06-22,,Cat People,https://www.imdb.com/title/tt0034587/,movie,7.2,73,1942,"Fantasy, Horror, Thriller",24618,1942-12-05,Jacques Tourneur
1317,tt0111742,2018-06-22,2018-06-22,,Wolf,https://www.imdb.com/title/tt0111742/,movie,6.2,125,1994,"Drama, Horror, Romance, Thriller",58631,1994-06-17,Mike Nichols
1318,tt0118169,2018-06-22,2018-06-22,,Wilderness,https://www.imdb.com/title/tt0118169/,tvMiniSeries,6.5,174,1996,"Drama, Horror, Thriller",220,1996-09-30,
1319,tt0115610,2018-06-22,2018-06-22,,Bad Moon,https://www.imdb.com/title/tt0115610/,movie,5.8,80,1996,"Horror, Thriller",7514,1996-11-01,Eric Red
1320,tt0210070,2018-06-22,2018-06-22,,Ginger Snaps,https://www.imdb.com/title/tt0210070/,movie,6.8,108,2000,"Drama, Fantasy, Horror, Thriller",49914,2000-08-01,John Fawcett
1321,tt0091064,2018-06-22,2018-06-22,,The Fly,https://www.imdb.com/title/tt0091064/,movie,7.6,96,1986,"Drama, Horror, Sci-Fi",193313,1986-08-15,David Cronenberg
1322,tt0353489,2018-06-22,2018-06-22,,Ginger Snaps: Unleashed,https://www.imdb.com/title/tt0353489/,movie,6.4,94,2004,"Horror, Thriller",14712,2004-01-30,Brett Sullivan
1323,tt0365265,2018-06-22,2018-06-22,,Ginger Snaps Back: The Beginning,https://www.imdb.com/title/tt0365265/,movie,5.8,94,2004,"Drama, Horror, Thriller",11272,2004-07-10,Grant Harvey
1324,tt0129332,2018-06-22,2018-06-22,,Ravenous,https://www.imdb.com/title/tt0129332/,movie,6.9,101,1999,"Adventure, Drama, Horror, Western",41860,1999-01-01,Antonia Bird
1325,tt0433482,2018-06-22,2018-06-22,,Wild Country,https://www.imdb.com/title/tt0433482/,movie,4.4,67,2005,Horror,651,2005-10-31,Craig Strachan
1326,tt1396219,2018-06-22,2018-06-22,,Outcast,https://www.imdb.com/title/tt1396219/,movie,5.3,98,2010,Horror,2728,2010-03-12,Colm McCarthy
1327,tt1411232,2018-06-22,2018-06-22,,13 Hrs,https://www.imdb.com/title/tt1411232/,movie,4.3,81,2010,"Action, Horror, Thriller",3353,2010-08-28,Jonathan Glendening
1328,tt0097973,2018-06-22,2018-06-22,,Night Shadow,https://www.imdb.com/title/tt0097973/,movie,3.8,91,1989,Horror,382,1989-09-23,Randolph Cohlan
1329,tt0105428,2018-06-22,2018-06-22,,Sleepwalkers,https://www.imdb.com/title/tt0105428/,movie,5.3,91,1992,"Fantasy, Horror",23669,1992-04-10,Mick Garris
1330,tt0106980,2018-06-22,2018-06-22,,Full Eclipse,https://www.imdb.com/title/tt0106980/,tvMovie,5.4,93,1993,"Crime, Horror, Sci-Fi",1909,1993-11-27,Anthony Hickox
1331,tt0114193,2018-06-22,2018-06-22,,Project: Metalbeast,https://www.imdb.com/title/tt0114193/,movie,4.5,92,1995,"Horror, Sci-Fi",1128,1995-01-31,Alessandro De Gaetano
1332,tt0167099,2018-06-22,2018-06-22,,The Curse,https://www.imdb.com/title/tt0167099/,movie,6.5,86,1999,"Comedy, Horror",128,,Jacqueline Garry
1333,tt0171497,2018-06-22,2018-06-22,,Lycanthrope,https://www.imdb.com/title/tt0171497/,movie,3.5,90,1999,Horror,158,1999-05-11,Bob Cook
1334,tt0328655,2018-06-22,2018-06-22,,Wolfhound,https://www.imdb.com/title/tt0328655/,video,3.5,80,2002,"Horror, Mystery, Thriller",305,2002-08-26,"Jim Wynorski, Donovan Kelly"
1335,tt0326820,2018-06-22,2018-06-22,,DarkWolf,https://www.imdb.com/title/tt0326820/,video,2.8,94,2003,Horror,1705,2003-04-15,Richard Friedman
1336,tt0426629,2018-06-22,2018-06-22,,Wolfsbayne,https://www.imdb.com/title/tt0426629/,movie,6.8,105,2005,Horror,59,2005-03-15,Ben Dixon
1337,tt0488962,2018-06-22,2018-06-22,,Big Bad Wolf,https://www.imdb.com/title/tt0488962/,movie,5.2,95,2006,"Action, Comedy, Fantasy, Horror, Thriller",2742,2006-10-25,Lance W. Dreesen
1338,tt0859601,2018-06-22,2018-06-22,,Curse of the Wolf,https://www.imdb.com/title/tt0859601/,video,3.0,105,2006,"Action, Comedy, Horror, Thriller",429,2006-09-22,Len Kabasinski
1339,tt0466978,2018-06-22,2018-06-22,,The Shadow Walkers,https://www.imdb.com/title/tt0466978/,movie,2.6,91,2006,Horror,324,2006-09-27,Mark Steven Grove
1340,tt1068958,2018-06-22,2018-06-22,,Werewolf: The Devil's Hound,https://www.imdb.com/title/tt1068958/,video,2.5,89,2007,"Action, Comedy, Horror",529,2007-12-04,"Gregory C. Parker, Christian Pindar"
1341,tt1034456,2018-06-22,2018-06-22,,Nature of the Beast,https://www.imdb.com/title/tt1034456/,tvMovie,5.1,89,2007,"Comedy, Horror, Romance",259,2007-10-21,Rodman Flender
1342,tt1056036,2018-06-22,2018-06-22,,Animals,https://www.imdb.com/title/tt1056036/,movie,3.8,93,2009,"Horror, Thriller",887,2009-11-26,Douglas Aarniokoski
1343,tt1135933,2018-06-22,2018-06-22,,Never Cry Werewolf,https://www.imdb.com/title/tt1135933/,tvMovie,4.6,87,2008,Horror,2514,2008-05-11,Brenton Spencer
1344,tt0116869,2018-06-22,2018-06-22,,Licántropo: El asesino de la luna llena,https://www.imdb.com/title/tt0116869/,movie,4.5,91,1997,Horror,131,1997-04-04,Francisco Rodríguez Gordillo
1345,tt0430684,2018-06-22,2018-06-22,,Tomb of the Werewolf,https://www.imdb.com/title/tt0430684/,video,2.9,95,2004,Horror,396,2004-06-08,Fred Olen Ray
1346,tt0092596,2018-06-22,2018-06-22,,El aullido del diablo,https://www.imdb.com/title/tt0092596/,movie,5.4,97,1988,Horror,348,1988-12-31,Paul Naschy
1347,tt0374180,2018-06-22,2018-06-22,,Romasanta,https://www.imdb.com/title/tt0374180/,movie,5.2,90,2004,"Drama, Horror",3620,2004-05-14,Paco Plaza
1348,tt0462193,2018-06-22,2018-06-22,,The Beast of Bray Road,https://www.imdb.com/title/tt0462193/,movie,4.1,80,2005,Horror,1400,2005-09-01,Leigh Scott
1349,tt0237534,2018-06-22,2018-06-22,,Le pacte des loups,https://www.imdb.com/title/tt0237534/,movie,7.0,142,2001,"Action, Adventure, Drama, Horror, Thriller",69238,2001-01-31,Christophe Gans
1350,tt0815258,2018-06-22,2018-06-22,,Werewolf in a Womens Prison,https://www.imdb.com/title/tt0815258/,video,4.5,83,2006,Horror,555,2006-10-19,Jeff Leroy
1351,tt0462322,2018-06-22,2018-06-22,,Grindhouse,https://www.imdb.com/title/tt0462322/,movie,7.5,191,2007,"Action, Horror, Thriller",188209,2007-03-26,"Edgar Wright, Rob Zombie, Quentin Tarantino, Robert Rodriguez, Eli Roth"
1352,tt0862856,2018-06-22,2018-06-22,,Trick 'r Treat,https://www.imdb.com/title/tt0862856/,movie,6.7,82,2007,"Comedy, Horror",97791,2007-12-09,Michael Dougherty
1353,tt0461703,2018-06-22,2018-06-22,,Skinwalkers,https://www.imdb.com/title/tt0461703/,movie,4.5,110,2006,"Action, Fantasy, Horror, Thriller",13624,2006-05-22,James Isaac
1354,tt0397044,2018-06-22,2018-06-22,,Blood and Chocolate,https://www.imdb.com/title/tt0397044/,movie,5.3,98,2007,"Drama, Fantasy, Horror, Romance",18078,2007-01-25,Katja von Garnier
1355,tt0257516,2018-06-22,2018-06-22,,Cursed,https://www.imdb.com/title/tt0257516/,movie,5.0,97,2005,"Comedy, Horror",34138,2005-02-25,Wes Craven
1356,tt0780653,2018-06-22,2018-06-22,,The Wolfman,https://www.imdb.com/title/tt0780653/,movie,5.8,103,2010,"Drama, Fantasy, Horror, Thriller",109127,2010-01-27,Joe Johnston
1357,tt0117002,2018-06-22,2018-06-22,,Mary Reilly,https://www.imdb.com/title/tt0117002/,movie,5.8,108,1996,"Drama, Horror, Romance, Thriller",15477,1996-02-23,Stephen Frears
1358,tt0055139,2018-06-22,2018-06-22,,The Manster,https://www.imdb.com/title/tt0055139/,movie,5.3,73,1959,"Horror, Sci-Fi",1603,1959-07-10,"George P. Breakston, Kenneth G. Crane"
1359,tt0106308,2018-06-22,2018-06-22,,Army of Darkness,https://www.imdb.com/title/tt0106308/,movie,7.4,81,1992,"Comedy, Horror",188458,1992-10-09,Sam Raimi
1360,tt0293508,2018-06-22,2018-06-22,,The Phantom of the Opera,https://www.imdb.com/title/tt0293508/,movie,7.2,143,2004,"Drama, Musical, Romance, Thriller",127245,2004-12-09,Joel Schumacher
1361,tt1235124,2018-06-22,2018-06-22,,Dorian Gray,https://www.imdb.com/title/tt1235124/,movie,6.2,112,2009,"Drama, Fantasy, Mystery, Thriller",66801,2009-09-07,Oliver Parker
1362,tt0120681,2018-06-22,2018-06-22,,From Hell,https://www.imdb.com/title/tt0120681/,movie,6.7,122,2001,"Horror, Mystery, Thriller",160532,2001-09-08,"Allen Hughes, Albert Hughes"
1363,tt0988045,2018-06-22,2018-06-22,,Sherlock Holmes,https://www.imdb.com/title/tt0988045/,movie,7.6,128,2009,"Action, Adventure, Mystery",653021,2009-12-14,Guy Ritchie
1364,tt0090086,2018-06-22,2018-06-22,,Strannaya istoriya doktora Dzhekila i mistera Khayda,https://www.imdb.com/title/tt0090086/,movie,6.2,92,1986,"Mystery, Sci-Fi",82,1986-05-31,Aleksandr Orlov
1365,tt0821767,2018-06-22,2018-06-22,,Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt0821767/,tvMovie,6.4,50,1986,"Animation, Drama, Horror, Sci-Fi",209,1986-07-10,
1366,tt0097263,2018-06-22,2018-06-22,,Edge of Sanity,https://www.imdb.com/title/tt0097263/,movie,5.2,90,1989,"Drama, Horror, Thriller",1709,1989-01-31,Gérard Kikoïne
1367,tt0099875,2018-06-22,2018-06-22,,Jekyll & Hyde,https://www.imdb.com/title/tt0099875/,tvMovie,6.1,96,1990,"Horror, Thriller",1247,1990-01-06,David Wickes
1368,tt0279887,2018-06-22,2018-06-22,,Jekyll & Hyde: The Musical,https://www.imdb.com/title/tt0279887/,tvMovie,6.4,135,2001,"Horror, Musical, Sci-Fi",661,2001-03-10,"Robin Phillips, Don Roy King"
1369,tt0346899,2018-06-22,2018-06-22,,Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt0346899/,video,5.4,109,2002,"Drama, Horror, Sci-Fi",140,2002-09-30,Mark Redfield
1370,tt0230158,2018-06-22,2018-06-22,,Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt0230158/,tvMovie,4.4,105,2000,"Action, Horror, Sci-Fi, Thriller",405,2000-07-28,Colin Budds
1371,tt0472186,2018-06-22,2018-06-22,,The Strange Case of Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt0472186/,movie,3.7,89,2006,"Horror, Sci-Fi",403,2006-09-29,John Carl Buechler
1372,tt0425150,2018-06-22,2018-06-22,,Jekyll + Hyde,https://www.imdb.com/title/tt0425150/,video,4.2,89,2006,"Horror, Sci-Fi, Thriller",1272,2006-05-05,Nick Stillwell
1373,tt0497298,2018-06-22,2018-06-22,,Jekyll,https://www.imdb.com/title/tt0497298/,tvMiniSeries,8.0,334,2007,"Crime, Horror, Sci-Fi, Thriller",7650,2007-06-16,
1374,tt1159984,2018-06-22,2018-06-22,,Dr. Jekyll and Mr. Hyde,https://www.imdb.com/title/tt1159984/,tvMovie,4.6,89,2008,"Horror, Sci-Fi, Thriller",1330,2008-01-06,Paolo Barzman
1375,tt1217239,2018-06-22,2018-06-22,,My Own Worst Enemy,https://www.imdb.com/title/tt1217239/,tvSeries,7.3,60,2008,"Action, Drama, Sci-Fi, Thriller",3421,2008-09-30,
1376,tt0068172,2018-06-22,2018-06-22,,The Adult Version of Jekyll & Hide,https://www.imdb.com/title/tt0068172/,movie,3.9,92,1972,"Sci-Fi, Horror",279,1972-08-10,Lee Raymond
1377,tt0072237,2018-06-22,2018-06-22,,The Switch or How to Alter Your Ego,https://www.imdb.com/title/tt0072237/,movie,6.1,92,1974,"Comedy, Fantasy",76,1974-10-02,Joseph W. Sarno
1378,tt0237184,2018-06-22,2018-06-22,,Das Monster & die Schönen,https://www.imdb.com/title/tt0237184/,video,4.9,85,1992,Adult,20,1992-12-31,Nils Molitor
1379,tt0365137,2018-06-22,2018-06-22,,Dr. Jekyll & Mistress Hyde,https://www.imdb.com/title/tt0365137/,video,4.7,88,2003,"Drama, Horror, Sci-Fi",208,2003-01-06,Tony Marsiglia
1380,tt0460834,2018-06-22,2018-06-22,,Jacqueline Hyde,https://www.imdb.com/title/tt0460834/,video,4.3,94,2005,"Comedy, Horror, Thriller",356,2005-03-23,Rolfe Kanefsky
1381,tt0080658,2018-06-22,2018-06-22,,Dr. Heckyl and Mr. Hype,https://www.imdb.com/title/tt0080658/,movie,3.9,99,1980,"Comedy, Drama, Horror, Romance",692,1980-10-31,Charles B. Griffith
1382,tt0084171,2018-06-22,2018-06-22,,Jekyll and Hyde... Together Again,https://www.imdb.com/title/tt0084171/,movie,6.0,87,1982,"Comedy, Music, Sci-Fi",1330,1982-08-27,Jerry Belson
1383,tt0326471,2018-06-22,2018-06-22,,Julia Jekyll and Harriet Hyde,https://www.imdb.com/title/tt0326471/,tvSeries,7.6,15,1995,Family,43,1995-09-29,
1384,tt0112895,2018-06-22,2018-06-22,,Dr. Jekyll and Ms. Hyde,https://www.imdb.com/title/tt0112895/,movie,4.5,100,1995,"Comedy, Romance, Sci-Fi",2951,1995-08-25,David Price
1385,tt0057372,2018-06-22,2018-06-22,,The Nutty Professor,https://www.imdb.com/title/tt0057372/,movie,6.6,107,1963,"Comedy, Romance, Sci-Fi",18959,1963-06-02,Jerry Lewis
1386,tt0385664,2018-06-22,2018-06-22,,The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,https://www.imdb.com/title/tt0385664/,movie,6.7,91,2003,"Comedy, Horror, Musical, Sci-Fi",92,2003-09-18,Andre Champagne
1387,tt0105792,2018-06-22,2018-06-22,,Waxwork II: Lost in Time,https://www.imdb.com/title/tt0105792/,movie,5.4,104,1992,"Comedy, Fantasy, Horror, Sci-Fi",4757,1992-03-31,Anthony Hickox
1388,tt0071994,2018-06-23,2018-06-23,,Phantom of the Paradise,https://www.imdb.com/title/tt0071994/,movie,7.3,91,1974,"Comedy, Drama, Fantasy, Horror, Music, Romance, Thriller",20983,1974-11-01,Brian De Palma
1389,tt0086101,2018-06-23,2018-06-23,,The Phantom of the Opera,https://www.imdb.com/title/tt0086101/,tvMovie,5.5,96,1983,"Drama, Horror",422,1983-01-29,Robert Markowitz
1390,tt0829262,2018-06-23,2018-06-23,,The Phantom of the Opera,https://www.imdb.com/title/tt0829262/,tvMovie,6.7,60,1988,"Animation, Horror",161,1988-05-03,"Al Guest, Jean Mathieson"
1391,tt0098090,2018-06-23,2018-06-23,,The Phantom of the Opera,https://www.imdb.com/title/tt0098090/,movie,5.5,93,1989,"Drama, Horror, Music, Romance",4355,1989-11-03,Dwight H. Little
1392,tt0100361,2018-06-23,2018-06-23,,The Phantom of the Opera,https://www.imdb.com/title/tt0100361/,tvMiniSeries,7.4,168,1990,"Drama, Music, Mystery, Romance, Thriller",1666,1990-02-09,
1393,tt0119889,2018-06-23,2018-06-23,,Il fantasma dell'opera,https://www.imdb.com/title/tt0119889/,movie,4.3,99,1998,Horror,5703,1998-11-20,Dario Argento
1394,tt0071993,2018-06-23,2018-06-23,,The Phantom of Hollywood,https://www.imdb.com/title/tt0071993/,tvMovie,5.6,74,1974,"Drama, Horror, Thriller",278,1974-02-12,Gene Levitt
1395,tt0105135,2018-06-23,2018-06-23,,Phantom of the Ritz,https://www.imdb.com/title/tt0105135/,movie,4.7,88,1988,"Comedy, Horror, Musical",81,1988-10-30,Allen Plone
1396,tt0098089,2018-06-23,2018-06-23,,Phantom of the Mall: Eric's Revenge,https://www.imdb.com/title/tt0098089/,movie,5.3,91,1989,"Horror, Romance",1988,1989-12-01,Richard Friedman
1397,tt0119588,2018-06-23,2018-06-23,,M.D.C. - Maschera di cera,https://www.imdb.com/title/tt0119588/,movie,5.8,98,1997,Horror,2357,1997-04-04,Sergio Stivaletti
1398,tt0102905,2018-06-23,2018-06-23,,Sherlock Holmes en Caracas,https://www.imdb.com/title/tt0102905/,movie,3.8,90,1991,Comedy,16,,Juan Fresan
1399,tt0310851,2018-06-23,2018-06-23,,The Case of the Whitechapel Vampire,https://www.imdb.com/title/tt0310851/,tvMovie,6.0,90,2002,"Mystery, Thriller",989,2002-10-27,Rodney Gibbons
1400,tt0429032,2018-06-23,2018-06-23,,Sherlock Holmes and the Case of the Silk Stocking,https://www.imdb.com/title/tt0429032/,tvMovie,6.7,99,2004,"Crime, Drama, Mystery",2742,2004-12-26,Simon Cellan Jones
1401,tt0098253,2018-06-23,2018-06-23,,Santa Sangre,https://www.imdb.com/title/tt0098253/,movie,7.5,123,1989,"Drama, Horror, Thriller",22473,1989-05-31,Alejandro Jodorowsky
1402,tt0100438,2018-06-23,2018-06-23,,Puppet Master II,https://www.imdb.com/title/tt0100438/,video,5.3,88,1990,"Fantasy, Horror, Sci-Fi, Thriller",5863,1990-11-28,David Allen
1403,tt0092546,2018-06-23,2018-06-23,,Amazon Women on the Moon,https://www.imdb.com/title/tt0092546/,movie,6.2,85,1987,"Comedy, Sci-Fi",12311,1987-09-18,"Carl Gottlieb, Joe Dante, Peter Horton, Robert K. Weiss, John Landis"
1404,tt0099856,2018-06-23,2018-06-23,,The Invisible Maniac,https://www.imdb.com/title/tt0099856/,movie,4.2,86,1990,"Comedy, Horror, Sci-Fi",3344,1990-07-13,Adam Rifkin
1405,tt0104850,2018-06-23,2018-06-23,,Memoirs of an Invisible Man,https://www.imdb.com/title/tt0104850/,movie,6.0,99,1992,"Comedy, Romance, Sci-Fi, Thriller",26139,1992-02-28,John Carpenter
1406,tt0164052,2018-06-23,2018-06-23,,Hollow Man,https://www.imdb.com/title/tt0164052/,movie,5.8,112,2000,"Action, Horror, Sci-Fi, Thriller",135310,2000-08-02,Paul Verhoeven
